RAW COUNTS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,Total
Total,6513,110944,118560,73092,6633,108869,10492,23165,6594,22150,26754,8605,17191,2023,27489,29621,448,858,26290,10428,18868,17712,819,12744,27523,32592,50351,19839,25594,42114,21161,58848,952,59957,22715,43680,51090,43597,14867,104499,38306,86329,74601,56565,13868,7041,63455,39058,38447,1882,98568,159166,90102,21528,5561,67818,174995,69739,35283,31309,26374,102210,30446,606,1159,226,4638,36172,40396,12358,2438,52390,28787,467,18956,6629,89928,11502,22033,29734,14855,15028,27505,79290,5286,14332,16222,124260,8814,60268,696,54727,99052,36804,5128,96822,16667,45048,
total admissible contributing,801879,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,801879,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,801879,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,801879,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,801879,801879,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,801879,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,3718115,3644980,801879,
proportion (est.) (formula),0.8122173046,2.983877583,3.252692745,1.965834838,0.1819763071,2.928069734,0.2878479443,0.6230307562,0.1809063424,0.5957319771,0.733995797,0.2314344769,0.471634961,0.05440929073,0.7541605167,0.7966671284,0.05586877821,0.02307620932,0.7212659603,0.2804646978,0.5176434439,0.4763704189,0.02246925909,0.3427543258,0.7550933064,0.8765732098,1.381379322,0.5335768259,0.7021712053,1.132670722,0.5805518823,1.582737489,0.1187211537,1.612564431,0.6231858611,1.174788838,1.401653781,1.172556524,0.4078760377,2.81053706,1.050924834,2.321848571,2.046677897,1.521335408,0.3804684799,0.1893701513,1.740887467,1.050478535,1.054793168,0.2346987513,2.704212369,4.280825096,2.47194772,0.5790030701,0.1525659949,1.823988769,4.800986562,1.875654734,0.9679888504,0.8420664772,0.7235704997,2.748973606,0.8352857903,0.0162985814,0.1445355222,0.02818380329,0.1272434965,0.9728585587,1.108263969,0.3323727211,0.06688651241,1.409047326,0.7897711373,0.01256012791,0.5200577232,0.1782892675,2.467174031,0.3093503025,0.604475196,0.7997063028,0.4075468178,1.874098212,0.7545994765,2.132532211,0.1450213719,0.3854641398,0.445050453,3.342016048,0.2418120264,1.620928885,0.01909475498,1.471901757,2.717490905,0.9898564192,0.140686643,2.604061467,0.4572590247,5.61780518,
proportion (est.) (values),0.8122173046,2.983877583,3.252692745,1.965834838,0.1819763071,2.928069734,0.2878479443,0.6230307562,0.1809063424,0.5957319771,0.733995797,0.2314344769,0.471634961,0.05440929073,0.7541605167,0.7966671284,0.05586877821,0.02307620932,0.7212659603,0.2804646978,0.5176434439,0.4763704189,0.02246925909,0.3427543258,0.7550933064,0.8765732098,1.381379322,0.5335768259,0.7021712053,1.132670722,0.5805518823,1.582737489,0.1187211537,1.612564431,0.6231858611,1.174788838,1.401653781,1.172556524,0.4078760377,2.81053706,1.050924834,2.321848571,2.046677897,1.521335408,0.3804684799,0.1893701513,1.740887467,1.050478535,1.054793168,0.2346987513,2.704212369,4.280825096,2.47194772,0.5790030701,0.1525659949,1.823988769,4.800986562,1.875654734,0.9679888504,0.8420664772,0.7235704997,2.748973606,0.8352857903,0.0162985814,0.1445355222,0.02818380329,0.1272434965,0.9728585587,1.108263969,0.3323727211,0.06688651241,1.409047326,0.7897711373,0.01256012791,0.5200577232,0.1782892675,2.467174031,0.3093503025,0.604475196,0.7997063028,0.4075468178,1.874098212,0.7545994765,2.132532211,0.1450213719,0.3854641398,0.445050453,3.342016048,0.2418120264,1.620928885,0.01909475498,1.471901757,2.717490905,0.9898564192,0.140686643,2.604061467,0.4572590247,5.61780518,
proportion (normalized) (formula),0.007533512541,0.02767618846,0.0301695143,0.01823359503,0.001687874396,0.02715855712,0.002669859514,0.005778761409,0.001677950213,0.00552555861,0.006807989082,0.002146610918,0.00437452868,0.000504659371,0.006995021749,0.007389280884,0.0005181964714,0.0002140374396,0.006689916758,0.002601378112,0.00480126852,0.004418451201,0.000208407829,0.003179129523,0.0070036736,0.008130429175,0.01281262833,0.004949054504,0.006512808274,0.01050579572,0.005384759548,0.01468027418,0.001101167502,0.0149569263,0.005780200044,0.01089645147,0.01300067886,0.01087574622,0.003783149199,0.02606841306,0.009747582782,0.02153570877,0.01898343401,0.01411075498,0.003528937452,0.001756454094,0.01614715359,0.009743443259,0.009783462519,0.002176887855,0.02508222575,0.03970569127,0.02292791479,0.005370393939,0.001415086614,0.01691793832,0.04453031507,0.01739715268,0.008978331418,0.007810370859,0.00671129192,0.02549739709,0.007747478343,0.0001511732965,0.001340602032,0.0002614116128,0.001180214299,0.009023499144,0.01027941717,0.003082837621,0.000620388629,0.01306925578,0.007325318894,0.0001164982334,0.004823661547,0.001653676209,0.02288363767,0.002869299103,0.005606654087,0.007417469964,0.003780095605,0.01738271556,0.006999093208,0.0197797536,0.001345108406,0.003575273409,0.004127950919,0.03099800961,0.002242865208,0.01503450864,0.0001771084847,0.01365224587,0.0252053874,0.009181158424,0.001304902744,0.02415330184,0.004241188384,0.05210650591,
proportion (normalized) (values),0.007533512541,0.02767618846,0.0301695143,0.01823359503,0.001687874396,0.02715855712,0.002669859514,0.005778761409,0.001677950213,0.00552555861,0.006807989082,0.002146610918,0.00437452868,0.000504659371,0.006995021749,0.007389280884,0.0005181964714,0.0002140374396,0.006689916758,0.002601378112,0.00480126852,0.004418451201,0.000208407829,0.003179129523,0.0070036736,0.008130429175,0.01281262833,0.004949054504,0.006512808274,0.01050579572,0.005384759548,0.01468027418,0.001101167502,0.0149569263,0.005780200044,0.01089645147,0.01300067886,0.01087574622,0.003783149199,0.02606841306,0.009747582782,0.02153570877,0.01898343401,0.01411075498,0.003528937452,0.001756454094,0.01614715359,0.009743443259,0.009783462519,0.002176887855,0.02508222575,0.03970569127,0.02292791479,0.005370393939,0.001415086614,0.01691793832,0.04453031507,0.01739715268,0.008978331418,0.007810370859,0.00671129192,0.02549739709,0.007747478343,0.0001511732965,0.001340602032,0.0002614116128,0.001180214299,0.009023499144,0.01027941717,0.003082837621,0.000620388629,0.01306925578,0.007325318894,0.0001164982334,0.004823661547,0.001653676209,0.02288363767,0.002869299103,0.005606654087,0.007417469964,0.003780095605,0.01738271556,0.006999093208,0.0197797536,0.001345108406,0.003575273409,0.004127950919,0.03099800961,0.002242865208,0.01503450864,0.0001771084847,0.01365224587,0.0252053874,0.009181158424,0.001304902744,0.02415330184,0.004241188384,0.05210650591,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.883378135,6.919047115,7.542378574,4.558398758,0.4219685989,6.789639281,0.6674648786,1.444690352,0.4194875533,1.381389653,1.70199727,0.5366527296,1.09363217,0.1261648428,1.748755437,1.847320221,0.1295491179,0.0535093599,1.67247919,0.650344528,1.20031713,1.1046128,0.05210195726,0.7947823807,1.7509184,2.032607294,3.203157082,1.237263626,1.628202068,2.626448931,1.346189887,3.670068545,0.2752918755,3.739231575,1.445050011,2.724112868,3.250169715,2.718936554,0.9457872998,6.517103264,2.436895696,5.383927192,4.745858502,3.527688745,0.8822343629,0.4391135234,4.036788398,2.435860815,2.44586563,0.5442219639,6.270556438,9.926422819,5.731978697,1.342598485,0.3537716536,4.22948458,11.13257877,4.34928817,2.244582855,1.952592715,1.67782298,6.374349272,1.936869586,0.03779332413,0.335150508,0.06535290321,0.2950535748,2.255874786,2.569854292,0.7707094052,0.1550971573,3.267313946,1.831329724,0.02912455836,1.205915387,0.4134190522,5.720909417,0.7173247758,1.401663522,1.854367491,0.9450239012,4.345678891,1.749773302,4.944938399,0.3362771014,0.8938183521,1.03198773,7.749502403,0.5607163019,3.758627159,0.04427712119,3.413061468,6.30134685,2.295289606,0.326225686,6.03832546,1.060297096,13.02662648,
,1.883378135,6.919047115,7.542378574,4.558398758,0.4219685989,6.789639281,0.6674648786,1.444690352,0.4194875533,1.381389653,1.70199727,0.5366527296,1.09363217,0.1261648428,1.748755437,1.847320221,0.1295491179,0.0535093599,1.67247919,0.650344528,1.20031713,1.1046128,0.05210195726,0.7947823807,1.7509184,2.032607294,3.203157082,1.237263626,1.628202068,2.626448931,1.346189887,3.670068545,0.2752918755,3.739231575,1.445050011,2.724112868,3.250169715,2.718936554,0.9457872998,6.517103264,2.436895696,5.383927192,4.745858502,3.527688745,0.8822343629,0.4391135234,4.036788398,2.435860815,2.44586563,0.5442219639,6.270556438,9.926422819,5.731978697,1.342598485,0.3537716536,4.22948458,11.13257877,4.34928817,2.244582855,1.952592715,1.67782298,6.374349272,1.936869586,0.03779332413,0.335150508,0.06535290321,0.2950535748,2.255874786,2.569854292,0.7707094052,0.1550971573,3.267313946,1.831329724,0.02912455836,1.205915387,0.4134190522,5.720909417,0.7173247758,1.401663522,1.854367491,0.9450239012,4.345678891,1.749773302,4.944938399,0.3362771014,0.8938183521,1.03198773,7.749502403,0.5607163019,3.758627159,0.04427712119,3.413061468,6.30134685,2.295289606,0.326225686,6.03832546,1.060297096,13.02662648,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
